County Name,Facility_Name,Full_Address,State,Total,latitudes,longitudes
WASHINGTON,WASHINGTON REGIONAL MEDICAL CENTER,"3215 N NORTH HILLS BOULEVARD,FAYETTEVILLE,WASHINGTON,AR",AR,17929,33.776095,-93.713625
PULASKI,CHI-ST VINCENT INFIRMARY,"TWO ST VINCENT CIRCLE,LITTLE ROCK,PULASKI,AR",AR,4315,34.74648,-92.28959
BENTON,MERCY HOSPITAL NORTHWEST ARKANSAS,"2710 SOUTH RIFE MEDICAL LANE,ROGERS,BENTON,AR",AR,7453,35.839492,-90.363548
YELL,CHAMBERS MEMORIAL HOSPITAL,"719 DETROIT STREET,DANVILLE,YELL,AR",AR,916,35.0547224,-93.3881323
WHITE,WHITE COUNTY MEDICAL CENTER,"3214 EAST RACE AVENUE,SEARCY,WHITE,AR",AR,844,35.2519457,-91.6966072
POLK,MENA REGIONAL HEALTH SYSTEM,"311 NORTH MORROW STREET,MENA,POLK,AR",AR,19871,34.5892853,-94.2213834
PULASKI,UAMS MEDICAL CENTER,"4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,PULASKI,AR",AR,4315,34.74648,-92.28959
BOONE,NORTH ARKANSAS REGIONAL MEDICAL CENTER,"620 NORTH MAIN STREET,HARRISON,BOONE,AR",AR,3110,36.2358232,-93.1072565
ST. FRANCIS,FORREST CITY MEDICAL CENTER,"1601 NEWCASTLE ROAD,FORREST CITY,ST. FRANCIS,AR",AR,960,35.0400003,-90.7751812
WASHINGTON,NORTHWEST MEDICAL CENTER-SPRINGDALE,"609 WEST MAPLE AVENUE,SPRINGDALE,WASHINGTON,AR",AR,17929,36.180622,-94.1374156
GARLAND,ST VINCENT HOT SPRINGS,"300 WERNER STREET,HOT SPRINGS,GARLAND,AR",AR,499,34.4673627,-93.0672251
BAXTER,BAXTER REGIONAL MEDICAL CENTER,"624 HOSPITAL DRIVE,MOUNTAIN HOME,BAXTER,AR",AR,44,36.3424149,-92.3968527
FAULKNER,CONWAY REGIONAL HEALTH SYSTEM,"2302 COLLEGE AVENUE,CONWAY,FAULKNER,AR",AR,926,35.085594,-92.4572656
PULASKI,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,"3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,PULASKI,AR",AR,4315,34.7844489,-92.2227339
GREENE,ARKANSAS METHODIST MEDICAL CENTER,"900 WEST KINGSHIGHWAY,PARAGOULD,GREENE,AR",AR,3028,34.41399,-92.159293
POPE,ST MARYS REGIONAL MEDICAL CENTER,"1808 WEST MAIN STREET,RUSSELLVILLE,POPE,AR",AR,901,35.2842247,-93.1490997
RANDOLPH,FIVE RIVERS MEDICAL CENTER,"2801 MEDICAL CENTER DRIVE,POCAHONTAS,RANDOLPH,AR",AR,3077,36.2900313,-90.9974174
OUACHITA,OUACHITA COUNTY MEDICAL CENTER,"638 CALIFORNIA AVENUE,CAMDEN,OUACHITA,AR",AR,52,33.719039,-93.135322
DREW,DREW MEMORIAL HOSPITAL,"778 SCOGIN DRIVE,MONTICELLO,DREW,AR",AR,116,33.61062,-91.8166897
SEBASTIAN,BAPTIST HEALTH - FORT SMITH,"1001 TOWSON AVENUE,FORT SMITH,SEBASTIAN,AR",AR,1166,35.3753217,-94.4195416
SEBASTIAN,MERCY HOSPITAL FORT SMITH,"7301 ROGERS AVE,FORT SMITH,SEBASTIAN,AR",AR,1166,35.3557597,-94.3535804
MISSISSIPPI,GREAT RIVER MEDICAL CENTER,"1520 N DIVISION STREET,BLYTHEVILLE,MISSISSIPPI,AR",AR,550,35.9431052,-89.9167086
JEFFERSON,JEFFERSON REGIONAL MEDICAL CENTER,"1600 WEST 40TH AVENUE,PINE BLUFF,JEFFERSON,AR",AR,26142,34.1880448,-92.0177876
ARKANSAS,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,"1703 NORTH BUERKLE ST,STUTTGART,ARKANSAS,AR",AR,134,34.5177111,-91.5590717
PULASKI,NORTH METRO MEDICAL CENTER,"1400 BRADEN STREET,JACKSONVILLE,PULASKI,AR",AR,4315,34.8740367,-92.1249115
HOT SPRING,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,"1001 SCHNEIDER DRIVE,MALVERN,HOT SPRING,AR",AR,1354,34.3580981,-92.7857176
GARLAND,NATIONAL PARK MEDICAL CENTER,"1910 MALVERN AVENUE,HOT SPRINGS,GARLAND,AR",AR,499,34.4863603,-93.0357799
SALINE,SALINE MEMORIAL HOSPITAL,"#1 MEDICAL PARK DRIVE,BENTON,SALINE,AR",AR,1838,34.5736695,-92.5860212
PHILLIPS,HELENA REGIONAL MEDICAL CENTER,"1801 MARTIN LUTHER KING JR DRIVE,HELENA,PHILLIPS,AR",AR,266,34.510229,-90.6271098
UNION,MEDICAL CENTER OF SOUTH ARKANSAS,"700 WEST GROVE STREET,EL DORADO,UNION,AR",AR,21074,33.2208777,-92.6706668
PULASKI,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,"9601 INTERSTATE,LITTLE ROCK,PULASKI,AR",AR,4315,34.74648,-92.28959
INDEPENDENCE,WHITE RIVER MEDICAL CENTER,"1710 HARRISON STREET,BATESVILLE,INDEPENDENCE,AR",AR,114,35.7676368,-91.6348852
GARLAND,LEVI HOSPITAL,"300 PROSPECT AVE,HOT SPRINGS,GARLAND,AR",AR,499,34.5100517,-93.0571119
PULASKI,"ARKANSAS HEART HOSPITAL, LLC","1701 S SHACKLEFORD ROAD,LITTLE ROCK,PULASKI,AR",AR,4315,34.7393241,-92.3932484
PULASKI,ST VINCENT MEDICAL CENTER/NORTH,"2215 WILDWOOD AVENUE,SHERWOOD,PULASKI,AR",AR,4315,34.8134189,-92.2083742
PULASKI,ARKANSAS SURGICAL HOSPITAL,"5201 NORTH SHORE DRIVE,NO LITTLE ROCK,PULASKI,AR",AR,4315,34.74648,-92.28959
WASHINGTON,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,"3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,WASHINGTON,AR",AR,17929,36.1212996,-94.1340716
HEMPSTEAD,WADLEY REGIONAL MEDICAL CENTER AT HOPE,"2001 SOUTH MAIN,HOPE,HEMPSTEAD,AR",AR,131,33.66706,-93.59157
FAULKNER,BAPTIST HEALTH MEDICAL CENTER-CONWAY,"1555 EXCHANGE AVENUE,CONWAY,FAULKNER,AR",AR,926,35.0613654,-92.4182749
LOGAN,NORTH LOGAN MERCY HOSPITAL,"500 EAST ACADEMY,PARIS,LOGAN,AR",AR,1331,34.034259,-90.996089
YELL,DARDANELLE HOSPITAL,"200 NORTH THIRD STREET,DARDANELLE,YELL,AR",AR,916,35.879039,-94.09118
FRANKLIN,MERCY HOSPITAL OZARK,"801 WEST RIVER STREET,OZARK,FRANKLIN,AR",AR,22231,35.4856482,-93.8337195
SCOTT,MERCY HOSPITAL WALDRON,"1341 WEST SIXTH STREET,WALDRON,SCOTT,AR",AR,3913,34.31216,-92.411976
BAXTER,"IZARD COUNTY MEDICAL CENTER, LLC","61 GRASSE STREET,CALICO ROCK,BAXTER,AR",AR,44,36.28719,-92.33697
DESHA,MCGEHEE HOSPITAL,"900 SOUTH THIRD STREET,MCGEHEE,DESHA,AR",AR,110,35.275322,-91.366045
LAWRENCE,LAWRENCE MEMORIAL HOSPITAL,"1309 WEST MAIN STREET,WALNUT RIDGE,LAWRENCE,AR",AR,1669,36.0737847,-90.9679741
STONE,STONE COUNTY MEDICAL CENTER,"2106 EAST MAIN STREET,MOUNTAIN VIEW,STONE,AR",AR,174,35.8567348,-92.0829567
HOWARD,HOWARD MEMORIAL HOSPITAL,"130 MEDICAL CIRCLE,NASHVILLE,HOWARD,AR",AR,4179,33.9507369,-93.8797389
VAN BUREN,OZARK HEALTH,"2500 HIGHWAY 65 SOUTH,CLINTON,VAN BUREN,AR",AR,385,35.20126,-92.267062
ARKANSAS,"DEWITT HOSPITAL & NURSING HOME, INC","1641 WHITEHEAD DRIVE,DE WITT,ARKANSAS,AR",AR,134,33.605249,-91.3759
MISSISSIPPI,SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,"611 WEST LEE AVENUE,OSCEOLA,MISSISSIPPI,AR",AR,550,35.6996791,-89.9757574
DALLAS,DALLAS COUNTY MEDICAL CENTER,"201 CLIFTON STREET,FORDYCE,DALLAS,AR",AR,44039,34.611184,-94.214475
LOGAN,MERCY HOSPITAL BOONEVILLE,"880 WEST MAIN,BOONEVILLE,LOGAN,AR",AR,1331,34.048909,-90.987189
LITTLE RIVER,LITTLE RIVER MEMORIAL HOSPITAL,"451 WEST LOCKE STREET,ASHDOWN,LITTLE RIVER,AR",AR,65,33.669089,-94.1348967
FULTON,FULTON COUNTY HOSPITAL,"679 NORTH MAIN STREET,SALEM,FULTON,AR",AR,13918,36.3827244,-91.8103562
ASHLEY,ASHLEY COUNTY MEDICAL CENTER,"1015 UNITY ROAD,CROSSETT,ASHLEY,AR",AR,137,33.1380842,-91.9384592
DESHA,DELTA MEMORIAL HOSPITAL,"811 HIGHWAY 65 SOUTH,DUMAS,DESHA,AR",AR,110,35.729849,-91.204869
BRADLEY,BRADLEY COUNTY MEDICAL CENTER,"404 SOUTH BRADLEY STREET,WARREN,BRADLEY,AR",AR,1340,33.6108031,-92.0596337
BENTON,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,"1101 JACKSON STREET SW,GRAVETTE,BENTON,AR",AR,7453,36.4086165,-94.460545
PULASKI,ARKANSAS CHILDRENS HOSPITAL,"1 CHILDREN'S WAY, SLOT 301,LITTLE ROCK,PULASKI,AR",AR,4315,34.74648,-92.28959
WASHINGTON,"ARKANSAS CHILDREN'S NORTHWEST, INC","2601 GENE GEORGE BOULEVARD,SPRINGDALE,WASHINGTON,AR",AR,17929,36.1625856,-94.1900616
WASHINGTON,VANTAGE POINT OF NORTHWEST ARKANSAS,"4253 CROSSOVER ROAD,FAYETTEVILLE,WASHINGTON,AR",AR,17929,37.127182,-82.744495
PULASKI,"BRIDGEWAY INC, THE","21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,PULASKI,AR",AR,4315,34.8220351,-92.3548755
SEBASTIAN,VALLEY BEHAVIORAL HEALTH SYSTEM,"10301 MAYO DRIVE,BARLING,SEBASTIAN,AR",AR,1166,35.338778,-94.318523
SALINE,RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,"100 RIVENDELL DRIVE,BENTON,SALINE,AR",AR,1838,34.61362,-92.53269
PULASKI,ARKANSAS STATE HOSPITAL,"305 S PALM STREET,LITTLE ROCK,PULASKI,AR",AR,4315,34.7495364,-92.3229295
PULASKI,UNITED METHODIST BEHAVIORAL HOSPITAL,"1601 MURPHY DRIVE,MAUMELLE,PULASKI,AR",AR,4315,34.8766667,-92.3947222
WASHINGTON,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,"1955 WEST TRUCKER'S DRIVE,FAYETTEVILLE,WASHINGTON,AR",AR,17929,36.1083533,-94.1875408
MILLER,RIVERVIEW BEHAVIORAL HEALTH,"701 ARKANSAS BOULEVARD SUITE 300,TEXARKANA,MILLER,AR",AR,474,33.46115,-94.03421
FAULKNER,CONWAY BEHAVIORAL HEALTH,"2255 STURGIS ROAD,CONWAY,FAULKNER,AR",AR,926,35.044576,-92.426433
ALAMEDA,ST ROSE HOSPITAL,"27200 CALAROGA AVE,HAYWARD,ALAMEDA,CA",CA,9256,37.6332003,-122.0879036
HUMBOLDT,ST JOSEPH HOSPITAL,"2700 DOLBEER ST,EUREKA,HUMBOLDT,CA",CA,351,40.7842362,-124.1421125
SAN MATEO,PENINSULA MEDICAL CENTER,"1501 TROUSDALE DRIVE,BURLINGAME,SAN MATEO,CA",CA,4551,37.5920174,-122.3836748
SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,"601 DUBOCE AVENUE,SAN FRANCISCO,SAN FRANCISCO,CA",CA,5305,37.7686661,-122.4346003
NAPA,QUEEN OF THE VALLEY MEDICAL CENTER,"1000 TRANCAS ST,NAPA,NAPA,CA",CA,632,38.325328,-122.2960891
NAPA,ADVENTIST HEALTH ST HELENA,"10 WOODLAND ROAD,SAINT HELENA,NAPA,CA",CA,632,38.319212,-122.272139
AMADOR,SUTTER AMADOR HOSPITAL,"200 MISSION BLVD,JACKSON,AMADOR,CA",CA,57,38.3506806,-120.7646714
SACRAMENTO,MERCY GENERAL HOSPITAL,"4001 J ST,SACRAMENTO,SACRAMENTO,CA",CA,7326,38.5705708,-121.4530203
RIVERSIDE,RIVERSIDE COMMUNITY HOSPITAL,"4445 MAGNOLIA AVENUE,RIVERSIDE,RIVERSIDE,CA",CA,29983,33.9765046,-117.382575
SAN DIEGO,PARADISE VALLEY HOSPITAL,"2400 EAST 4TH ST,NATIONAL CITY,SAN DIEGO,CA",CA,24135,32.6845534,-117.081097
SAN DIEGO,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,"200 WEST ARBOR DRIVE,SAN DIEGO,SAN DIEGO,CA",CA,24135,32.7553116,-117.1655247
SAN DIEGO,GROSSMONT HOSPITAL,"5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,SAN DIEGO,CA",CA,24135,32.845343,-117.224379
HUMBOLDT,MAD RIVER COMMUNITY HOSPITAL,"3800 JANES RD,ARCATA,HUMBOLDT,CA",CA,351,40.8961753,-124.0913044
BUTTE,OROVILLE HOSPITAL,"2767 OLIVE HIGHWAY,OROVILLE,BUTTE,CA",CA,645,39.5055825,-121.5411564
KERN,BAKERSFIELD MEMORIAL HOSPITAL,"420 34TH ST,BAKERSFIELD,KERN,CA",CA,9234,35.3926369,-119.0066612
SANTA CLARA,SANTA CLARA VALLEY MEDICAL CENTER,"751 SOUTH BASCOM AVENUE,SAN JOSE,SANTA CLARA,CA",CA,7795,36.84532,-121.539811
BUTTE,ENLOE MEDICAL CENTER,"1531 ESPLANADE,CHICO,BUTTE,CA",CA,645,39.7424677,-121.8502281
LOS ANGELES,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,"14445 OLIVE VIEW DRIVE,SYLMAR,LOS ANGELES,CA",CA,159045,34.3265933,-118.4454272
TEHAMA,ST ELIZABETH COMMUNITY HOSPITAL,"2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,TEHAMA,CA",CA,151,40.1482801,-122.2196439
ALAMEDA,ALTA BATES SUMMIT MEDICAL CENTER,"350 HAWTHORNE AVENUE,OAKLAND,ALAMEDA,CA",CA,9256,37.8205823,-122.2664037
IMPERIAL,EL CENTRO REGIONAL MEDICAL CENTER,"1415 ROSS AVENUE,EL CENTRO,IMPERIAL,CA",CA,8606,32.7805524,-115.5685224
SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,"1101 VAN NESS AVENUE,SAN FRANCISCO,SAN FRANCISCO,CA",CA,5305,37.7858386,-122.421209
RIVERSIDE,SAN GORGONIO MEMORIAL HOSPITAL,"600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,RIVERSIDE,CA",CA,29983,33.9515794,-116.9469187
SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,"3555 CESAR CHAVEZ STREET,SAN FRANCISCO,SAN FRANCISCO,CA",CA,5305,37.7469902,-122.4208571
LOS ANGELES,ANTELOPE VALLEY HOSPITAL,"1600 W AVE J,LANCASTER,LOS ANGELES,CA",CA,159045,34.6866972,-118.159544
TULARE,KAWEAH DELTA MEDICAL CENTER,"400 W MINERAL KING AVE,VISALIA,TULARE,CA",CA,6896,36.328594,-119.2941095
LOS ANGELES,GLENDALE MEM HOSPITAL & HLTH CENTER,"1420 S CENTRAL AVE,GLENDALE,LOS ANGELES,CA",CA,159045,34.1275924,-118.2563155
FRESNO,COMMUNITY REGIONAL MEDICAL CENTER,"2823 FRESNO STREET,FRESNO,FRESNO,CA",CA,10639,36.7433526,-119.7840878
LOS ANGELES,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,"1300 N VERMONT AVE,LOS ANGELES,LOS ANGELES,CA",CA,159045,34.0963408,-118.2900783
STANISLAUS,OAK VALLEY HOSPITAL DISTRICT,"350 S OAK AVE,OAKDALE,STANISLAUS,CA",CA,6508,37.7574263,-120.8614765
ORANGE,ST JOSEPH HOSPITAL,"1100 WEST STEWART DR,ORANGE,ORANGE,CA",CA,66679,33.7821335,-117.8640264
SAN MATEO,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,"1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,SAN MATEO,CA",CA,4551,37.6596548,-122.4398569
SANTA CLARA,KAISER FOUNDATION HOSPITAL-SANTA CLARA,"700 LAWRENCE EXPRESSWAY,SANTA CLARA,SANTA CLARA,CA",CA,7795,37.3359065,-121.9990092
SOLANO,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,"975 SERENO DR,VALLEJO,SOLANO,CA",CA,2759,38.1264106,-122.2477945
ALAMEDA,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,"275 WEST MACARTHUR BOULEVARD,OAKLAND,ALAMEDA,CA",CA,9256,37.8239357,-122.2579209
SAN FRANCISCO,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,"2425 GEARY BLVD,SAN FRANCISCO,SAN FRANCISCO,CA",CA,5305,37.7828619,-122.4406591
SAN DIEGO,SCRIPPS MERCY HOSPITAL,"4077 5TH AVE,SAN DIEGO,SAN DIEGO,CA",CA,24135,32.7513448,-117.1600692
LOS ANGELES,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,"1300 W 7TH ST,SAN PEDRO,LOS ANGELES,CA",CA,159045,33.7393391,-118.3066854
VENTURA,ST JOHNS REGIONAL MEDICAL CENTER,"1600 N ROSE AVE,OXNARD,VENTURA,CA",CA,5192,34.2167217,-119.1561769
SAN JOAQUIN,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,"1800 N CALIFORNIA ST,STOCKTON,SAN JOAQUIN,CA",CA,8321,37.934677,-121.279323
SAN BERNARDINO,COMMUNITY HOSPITAL OF SAN BERNARDINO,"1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,SAN BERNARDINO,CA",CA,24099,34.1314379,-117.3203731
SONOMA,SONOMA VALLEY HOSPITAL,"347 ANDRIEUX ST,SONOMA,SONOMA,CA",CA,2169,38.288078,-122.4653625
LOS ANGELES,COMMUNITY HOSPITAL OF HUNTINGTON PARK,"2623 E SLAUSON AVE,HUNTINGTON PARK,LOS ANGELES,CA",CA,159045,33.9897141,-118.2238792
FRESNO,SAINT AGNES MEDICAL CENTER,"1303 E HERNDON AVE,FRESNO,FRESNO,CA",CA,10639,36.8351216,-119.7655151
LOS ANGELES,"WEST COVINA MEDICAL CENTER, INC","725 S ORANGE AVE,WEST COVINA,LOS ANGELES,CA",CA,159045,34.0712008,-117.9446965
SAN BERNARDINO,SAN ANTONIO REGIONAL HOSPITAL,"999 SAN BERNARDINO ROAD,UPLAND,SAN BERNARDINO,CA",CA,24099,34.1018422,-117.6375642
SAN DIEGO,SHARP MEMORIAL HOSPITAL,"7901 FROST ST,SAN DIEGO,SAN DIEGO,CA",CA,24135,32.7996981,-117.1543535
SOLANO,SUTTER SOLANO MEDICAL CENTER,"300 HOSPITAL DR,VALLEJO,SOLANO,CA",CA,2759,38.13114,-122.2384117
RIVERSIDE,"DOCTORS HOSPITAL OF RIVERSIDE, LLC","3865 JACKSON STREET,RIVERSIDE,RIVERSIDE,CA",CA,29983,33.9270452,-117.4390804
LOS ANGELES,WHITE MEMORIAL MEDICAL CENTER,"1720 E CESAR AVENUE,LOS ANGELES,LOS ANGELES,CA",CA,159045,34.090852,-118.271652
LOS ANGELES,SAINT FRANCIS MEDICAL CENTER,"3630 EAST IMPERIAL HIGHWAY,LYNWOOD,LOS ANGELES,CA",CA,159045,33.9307093,-118.1829726
SANTA BARBARA,MARIAN REGIONAL MEDICAL CENTER,"1400 E CHURCH ST,SANTA MARIA,SANTA BARBARA,CA",CA,4991,34.9514383,-120.4132359
SACRAMENTO,"SUTTER MEDICAL CENTER, SACRAMENTO","2825 CAPITOL AVENUE,SACRAMENTO,SACRAMENTO,CA",CA,7326,38.5715245,-121.4687327
SANTA BARBARA,LOMPOC VALLEY MEDICAL CENTER,"1515 E OCEAN AVENUE,LOMPOC,SANTA BARBARA,CA",CA,4991,34.6412057,-120.4395818
LOS ANGELES,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,"1250 16TH STREET,SANTA MONICA,LOS ANGELES,CA",CA,159045,34.027167,-118.4862886
SAN MATEO,SAN MATEO MEDICAL CENTER,"222 W 39TH AVE,SAN MATEO,SAN MATEO,CA",CA,4551,37.530904,-122.3002086
SAN DIEGO,PALOMAR HEALTH DOWNTOWN CAMPUS,"555 EAST VALLEY PARKWAY,ESCONDIDO,SAN DIEGO,CA",CA,24135,33.1428014,-117.040132
LOS ANGELES,NORTHRIDGE HOSPITAL MEDICAL CENTER,"18300 ROSCOE BLVD,NORTHRIDGE,LOS ANGELES,CA",CA,159045,34.2202672,-118.5330419
SAN JOAQUIN,DOCTORS HOSPITAL OF MANTECA,"1205 E NORTH STREET,MANTECA,SAN JOAQUIN,CA",CA,8321,37.8010533,-121.1974711
KINGS,ADVENTIST HEALTH HANFORD,"115 MALL DRIVE,HANFORD,KINGS,CA",CA,64886,36.3236948,-119.6672657
SAN JOAQUIN,DAMERON HOSPITAL,"525 WEST ACACIA STREET,STOCKTON,SAN JOAQUIN,CA",CA,8321,36.63425,-119.682869
LOS ANGELES,USC VERDUGO HILLS HOSPITAL,"1812 VERDUGO BLVD,GLENDALE,LOS ANGELES,CA",CA,159045,34.2051925,-118.2155653
SANTA CLARA,REGIONAL MEDICAL CENTER OF SAN JOSE,"225 N JACKSON AVENUE,SAN JOSE,SANTA CLARA,CA",CA,7795,37.3622298,-121.8494232
LOS ANGELES,VALLEY PRESBYTERIAN HOSPITAL,"15107 VANOWEN ST,VAN NUYS,LOS ANGELES,CA",CA,159045,34.194862,-118.463492
YOLO,WOODLAND MEMORIAL HOSPITAL,"1325 COTTONWOOD STREET,WOODLAND,YOLO,CA",CA,1196,38.6649522,-121.7922161
SAN DIEGO,TRI-CITY MEDICAL CENTER,"4002 VISTA WAY,OCEANSIDE,SAN DIEGO,CA",CA,24135,33.1856777,-117.2907985
SAN BERNARDINO,ST BERNARDINE MEDICAL CENTER,"2101 N WATERMAN AVE,SAN BERNARDINO,SAN BERNARDINO,CA",CA,24099,34.134056,-117.278776
MARIN,NOVATO COMMUNITY HOSPITAL,"180 ROWLAND WAY,NOVATO,MARIN,CA",CA,3246,38.0992486,-122.5601349
LOS ANGELES,SAN GABRIEL VALLEY MEDICAL CENTER,"438 W LAS TUNAS DRIVE,SAN GABRIEL,LOS ANGELES,CA",CA,159045,34.062336,-118.369428
YUBA,ADVENTIST HEALTH AND RIDEOUT,"726 4TH ST,MARYSVILLE,YUBA,CA",CA,289,39.1388593,-121.5934111
LOS ANGELES,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE,HOLLYWOOD,LOS ANGELES,CA",CA,159045,34.0966595,-118.3253204
SONOMA,PETALUMA VALLEY HOSPITAL,"400 N MCDOWELL BLVD,PETALUMA,SONOMA,CA",CA,2169,38.2547659,-122.6316475
LOS ANGELES,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,"13652 CANTARA ST,PANORAMA CITY,LOS ANGELES,CA",CA,159045,34.2197616,-118.4296921
LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,"4867 SUNSET BLVD,LOS ANGELES,LOS ANGELES,CA",CA,159045,34.0986525,-118.2945617
LOS ANGELES,KAISER FOUNDATION HOSPITAL - DOWNEY,"9333 IMPERIAL HIGHWAY,DOWNEY,LOS ANGELES,CA",CA,159045,34.01393,-118.207628
SAN BERNARDINO,KAISER FOUNDATION HOSPITAL FONTANA,"9961 SIERRA AVE,FONTANA,SAN BERNARDINO,CA",CA,24099,34.0722265,-117.4334531
MONTEREY,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,"23625 W R HOLMAN HIGHWAY,MONTEREY,MONTEREY,CA",CA,3353,36.579036,-121.915121
LOS ANGELES,CALIFORNIA HOSPITAL MEDICAL CENTER LA,"1401 SOUTH GRAND AVENUE,LOS ANGELES,LOS ANGELES,CA",CA,159045,34.0379612,-118.2658017
NEVADA,SIERRA NEVADA MEMORIAL HOSPITAL,"155 GLASSON WAY,GRASS VALLEY,NEVADA,CA",CA,345,39.2281642,-121.0471166
SAN FRANCISCO,SAINT FRANCIS MEMORIAL HOSPITAL,"900 HYDE ST,SAN FRANCISCO,SAN FRANCISCO,CA",CA,5305,37.7896346,-122.4165341
LOS ANGELES,ENCINO HOSPITAL MEDICAL CENTER,"16237 VENTURA BLVD,ENCINO,LOS ANGELES,CA",CA,159045,34.157368,-118.4868709
VENTURA,VENTURA COUNTY MEDICAL CENTER,"300 HILLMONT AVENUE,VENTURA,VENTURA,CA",CA,5192,34.2792501,-119.2535468
SOLANO,60th Medical Group (Travis AFB),"103 Bodin Circle,Fairfield,SOLANO,CA",CA,2759,38.24936,-122.03997
SAN JOAQUIN,SAN JOAQUIN GENERAL HOSPITAL,"500 W HOSPITAL ROAD,FRENCH CAMP,SAN JOAQUIN,CA",CA,8321,37.886327,-121.2829755
ORANGE,ST JUDE MEDICAL CENTER,"101 E VALENCIA MESA DRIVE,FULLERTON,ORANGE,CA",CA,66679,33.89466,-117.9270646
LOS ANGELES,PIH HEALTH HOSPITAL-WHITTIER,"12401 WASHINGTON BLVD,WHITTIER,LOS ANGELES,CA",CA,159045,33.9699784,-118.0497197
SONOMA,SANTA ROSA MEMORIAL HOSPITAL,"1165 MONTGOMERY DR,SANTA ROSA,SONOMA,CA",CA,2169,38.4438002,-122.7008839
STANISLAUS,EMANUEL MEDICAL CENTER,"825 DELBON AVE,TURLOCK,STANISLAUS,CA",CA,6508,37.5117191,-120.8380773
MONTEREY,GEORGE L MEE MEMORIAL HOSPITAL,"300 CANAL STREET,KING CITY,MONTEREY,CA",CA,3353,36.2063493,-121.1328127
LOS ANGELES,ST MARY MEDICAL CENTER,"1050 LINDEN AVE,LONG BEACH,LOS ANGELES,CA",CA,159045,33.7796211,-118.1859045
FRESNO,ADVENTIST HEALTH REEDLEY,"372 W CYPRESS AVE,REEDLEY,FRESNO,CA",CA,10639,36.6078775,-119.4514215
SANTA CRUZ,WATSONVILLE COMMUNITY HOSPITAL,"75 NIELSON STREET,WATSONVILLE,SANTA CRUZ,CA",CA,3112,36.928205,-121.793624
ALAMEDA,WASHINGTON HOSPITAL,"2000 MOWRY AVE,FREMONT,ALAMEDA,CA",CA,9256,37.557325,-121.979301
SAN MATEO,SEQUOIA HOSPITAL,"170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,SAN MATEO,CA",CA,4551,37.4795113,-122.2550236
LOS ANGELES,PALMDALE REGIONAL MEDICAL CENTER,"38600 MEDICAL CENTER DRIVE,PALMDALE,LOS ANGELES,CA",CA,159045,34.5831938,-118.1446251
LOS ANGELES,GLENDORA COMMUNITY HOSPITAL,"150 WEST ROUTE 66,GLENDORA,LOS ANGELES,CA",CA,159045,34.1288928,-117.8631185
SAN DIEGO,NH Camp Pendleton,"200 Mercy Circle,Camp Pendleton,SAN DIEGO,CA",CA,24135,33.2218538,-117.3886812
ALAMEDA,ALAMEDA HOSPITAL,"2070 CLINTON AVENUE,ALAMEDA,ALAMEDA,CA",CA,9256,37.7627337,-122.2539117
